"SenderMapped","SenderOriginal","Day","Date","Time","Subject","DD","MM","YYYY","hh","mm","ss","Level2"
"Librarian","Librarian IIT Bombay","Mon",2010-08-30,"17:09:42","[Student-notices] Book Exhibition 27-31 August 2010 at Convo-foyer",30,8,2010,"17","09","42","Misc"
"Librarian","Librarian IIT Bombay","Tue",2013-08-27,"10:03:47","[Student-notices] Issue of books from Book Bank",27,8,2013,"10","03","47","Misc"
"Librarian","Librarian IIT Bombay","Fri",2009-09-11,"16:55:52","[Student-notices] Library to remain open upto 1.00 am (Midnight)",11,9,2009,"16","55","52","Misc"
"Librarian","Librarian IIT Bombay","Fri",2011-02-04,"14:56:15","[Student-notices] Problem with IEEE Explore download",4,2,2011,"14","56","15","Misc"
"Librarian","Librarian IIT Bombay","Fri",2011-03-11,"14:54:44","[Student-notices] [Fwd: advertisement]",11,3,2011,"14","54","44","Misc"
"Librarian","Librarian IIT Bombay","Fri",2012-08-17,"17:02:08","[Student-notices] Presentation on IEL and ProQuest Online Databases",17,8,2012,"17","02","08","Misc"
"Librarian","Librarian IIT Bombay","Mon",2011-11-21,"17:05:05","[Student-notices] Issue of books for Winter Vacation",21,11,2011,"17","05","05","Misc"
"Librarian","Librarian IIT Bombay","Tue",2013-01-22,"12:22:23","[Student-notices] Issue of books from Book Bank",22,1,2013,"12","22","23","Misc"
"Librarian","Librarian IIT Bombay","Tue",2012-08-14,"13:05:48","[Student-notices] स्वतंत्रता  दिवस",14,8,2012,"13","05","48","Misc"
"Librarian","Librarian IIT Bombay","Fri",2015-08-14,"16:52:22","[Student-notices] Central Library will remain closed on 15th August	2015",14,8,2015,"16","52","22","Misc"
"Librarian","Librarian IIT Bombay","Thu",2014-07-24,"10:07:26","[Student-notices] Library Orientation ( Guided Tours)",24,7,2014,"10","07","26","Misc"
"Librarian","Librarian IIT Bombay","Mon",2010-09-06,"18:46:03","[Student-notices] Calculus in India",6,9,2010,"18","46","03","Misc"
"Librarian","Librarian IIT Bombay","Tue",2015-06-30,"16:23:01","[Student-notices] Central Library will remain  open till 11pm",30,6,2015,"16","23","01","Misc"
"Librarian","Librarian IIT Bombay","Thu",2009-12-03,"16:30:27","[Student-notices] Central Library to close at 9.00 pm",3,12,2009,"16","30","27","Misc"
"Librarian","Librarian IIT Bombay","Mon",2010-08-30,"17:06:34","[Student-notices] Issue of books from Book Bank (BC and TLL	Collection)",30,8,2010,"17","06","34","Misc"
"Librarian","Librarian IIT Bombay","Mon",2012-10-29,"12:35:11","[Student-notices] Revised limit for borrowing of library books",29,10,2012,"12","35","11","Misc"
"Librarian","Librarian IIT Bombay","Fri",2010-05-07,"17:54:14","[Student-notices] Central Library to close at 9.00 pm during Summer	vacation",7,5,2010,"17","54","14","Misc"
"Librarian","Librarian IIT Bombay","Thu",2015-08-06,"15:41:12","[Student-notices] Issue of books from Technology Lending Library TLL (Book Bank) starting from 10/08/2015 to 14/08/2015",6,8,2015,"15","41","12","Misc"
"Librarian","Librarian IIT Bombay","Thu",2014-07-10,"10:02:47","[Student-notices] Return of library books",10,7,2014,"10","02","47","Misc"
"Librarian","Librarian IIT Bombay","Wed",2016-04-13,"14:33:32","[Student-notices] Central Library will remain open till 1.00 A.M. during 14th April 2016to 29th April 2016(End-semester examinations).",13,4,2016,"14","33","32","Misc"
"Librarian","Librarian IIT Bombay","Fri",2013-04-12,"12:26:15","[Student-notices] Access to CMIE Database",12,4,2013,"12","26","15","Misc"
"Librarian","Librarian IIT Bombay","Fri",2012-08-24,"10:23:10","[Student-notices] Free trial access to Proquest's Dissertations and	Theses databases",24,8,2012,"10","23","10","Misc"
"Librarian","Librarian IIT Bombay","Mon",2013-07-29,"12:09:33","[Student-notices] Issue of books from Book Bank",29,7,2013,"12","09","33","Misc"
"Librarian","Librarian IIT Bombay","Mon",2010-11-15,"11:20:02","[Student-notices] Library to remain open till 1.00 am (midnight)",15,11,2010,"11","20","02","Misc"
"Librarian","Librarian IIT Bombay","Wed",2011-09-14,"10:09:15","[Student-notices] Hindi Books Display",14,9,2011,"10","09","15","Misc"
"Librarian","Librarian IIT Bombay","Mon",2013-12-09,"11:59:17","[Student-notices] Central Library to close at 9.00 pm",9,12,2013,"11","59","17","Misc"
"Librarian","Librarian IIT Bombay","Mon",2012-05-14,"10:05:53","[Student-notices] [Fwd: Lost Laptop Bag]",14,5,2012,"10","05","53","Misc"
"Librarian","Librarian IIT Bombay","Thu",2013-01-24,"10:36:11","[Student-notices] Library Closed on Republic Day",24,1,2013,"10","36","11","Misc"
"Librarian","Librarian IIT Bombay","Mon",2014-05-12,"17:21:55","[Student-notices] Central Library to close at 9.00 pm",12,5,2014,"17","21","55","Misc"
"Librarian","Librarian IIT Bombay","Sat",2014-12-06,"11:13:09","[Student-notices] Central Library to close at 9.00 pm",6,12,2014,"11","13","09","Misc"
"Librarian","Librarian IIT Bombay","Mon",2014-01-13,"18:19:59","[Student-notices] Issue of books from BOOK BANK",13,1,2014,"18","19","59","Misc"
"Librarian","Librarian IIT Bombay","Mon",2011-09-19,"17:34:23","[Student-notices] Hindi Books Display",19,9,2011,"17","34","23","Misc"
"Librarian","Librarian IIT Bombay","Thu",2012-01-12,"14:35:52","[Student-notices] Issue of books from Book Bank (TLL)",12,1,2012,"14","35","52","Misc"
"Librarian","Librarian IIT Bombay","Thu",2014-09-18,"13:00:50","[Student-notices] Reaxys and Springer Material Database Presentation",18,9,2014,"13","00","50","Misc"
"Librarian","Librarian IIT Bombay","Wed",2013-04-17,"11:51:31","[Student-notices] Library Open Upto 1.00 am",17,4,2013,"11","51","31","Misc"
"Librarian","Librarian IIT Bombay","Wed",2010-01-06,"12:31:17","[Student-notices] Issue of books from Book Bank (TLL Collection) to MCM and other Students",6,1,2010,"12","31","17","Misc"
"Librarian","Librarian IIT Bombay","Thu",2013-07-25,"10:18:36","[Student-notices] Online Claim for books",25,7,2013,"10","18","36","Misc"
"Librarian","Librarian IIT Bombay","Wed",2013-07-31,"10:51:44","[Student-notices] [Fwd: Aaron Swartz Case and Public Release of	Evidence]",31,7,2013,"10","51","44","Misc"
"Librarian","Librarian IIT Bombay","Tue",2014-01-28,"15:13:50","[Student-notices] Issue of books from BOOK BANK",28,1,2014,"15","13","50","Misc"
"Librarian","Librarian IIT Bombay","Tue",2013-09-24,"15:48:54","[Student-notices] Reaxys Training",24,9,2013,"15","48","54","Misc"
"Librarian","Librarian IIT Bombay","Mon",2012-10-29,"12:27:57","[Student-notices] Revised limit for borrowing of library books",29,10,2012,"12","27","57","Misc"
"Librarian","Librarian IIT Bombay","Mon",2009-08-03,"17:27:17","[Student-notices] Library Orientation for Freshers",3,8,2009,"17","27","17","Misc"
"Librarian","Librarian IIT Bombay","Tue",2013-03-26,"15:23:00","[Student-notices] Library Closed on Holi festival 27.3.13",26,3,2013,"15","23","00","Misc"
"Librarian","Librarian IIT Bombay","Thu",2009-09-17,"14:27:42","[Student-notices] [Fwd: ScienceDirect,	Scopus and Admin Tool scheduled outage]",17,9,2009,"14","27","42","Misc"
"Librarian","Librarian IIT Bombay","Wed",2014-04-23,"14:47:46","[Student-notices] Central Library open tomorrow",23,4,2014,"14","47","46","Misc"
"Librarian","Librarian IIT Bombay","Mon",2010-04-19,"10:57:19","[Student-notices] Return of TLL/BC books",19,4,2010,"10","57","19","Misc"
"Librarian","Librarian IIT Bombay","Fri",2013-05-10,"14:55:33","[Student-notices] Central Library to close at 9.00 pm",10,5,2013,"14","55","33","Misc"
"Librarian","Librarian IIT Bombay","Fri",2010-08-27,"12:05:35","[Student-notices] Book Exhibition 27-31 August 2010 at Convo-foyer",27,8,2010,"12","05","35","Misc"
"Librarian","Librarian IIT Bombay","Wed",2010-11-03,"13:27:05","[Student-notices] Central Library closed on 5th Novermber 2010",3,11,2010,"13","27","05","Misc"
"Librarian","Librarian IIT Bombay","Thu",2015-03-05,"17:07:04","[Student-notices] Central Library will remain closed on 6th March	2015",5,3,2015,"17","07","04","Misc"
"Librarian","Librarian IIT Bombay","Tue",2009-08-11,"14:25:45","[Student-notices] Library Orientation for Freshers - Second batch",11,8,2009,"14","25","45","Misc"
"Librarian","Librarian IIT Bombay","Wed",2015-07-01,"11:54:56","[Student-notices] Gentle Reminder: Presentation on Mendeley, Endnote, and  Zotero Reference Manager",1,7,2015,"11","54","56","Misc"
"Librarian","Librarian IIT Bombay","Thu",2009-03-26,"20:05:36","[Student-notices] Library is open on 27th March",26,3,2009,"20","05","36","Misc"
"Librarian","Librarian IIT Bombay","Tue",2015-06-23,"14:49:48","[Student-notices] Return of Central Library books",23,6,2015,"14","49","48","Misc"
"Librarian","Librarian IIT Bombay","Wed",2012-08-22,"9:45:24","[Student-notices] Gentle Reminder - Presentation on IEEE and ProQuest Databases today",22,8,2012,"9","45","24","Misc"
"Librarian","Librarian IIT Bombay","Thu",2014-07-31,"17:15:59","[Student-notices] Issue of books from BOOK BANK",31,7,2014,"17","15","59","Misc"
"Librarian","Librarian IIT Bombay","Thu",2014-12-18,"11:33:41","[Student-notices] [Fwd: MAILER:- British Council mylibrary offer	for IIT Bombay.]",18,12,2014,"11","33","41","Misc"
"Librarian","Librarian IIT Bombay","Fri",2013-11-01,"11:47:12","[Student-notices] Central closed on 3rd November",1,11,2013,"11","47","12","Misc"
"Librarian","Librarian IIT Bombay","Fri",2011-11-18,"15:11:02","[Student-notices] Return of books (Book Bank)",18,11,2011,"15","11","02","Misc"
"Librarian","Librarian IIT Bombay","Tue",2013-07-23,"10:46:38","[Student-notices] Library Orientation for new entrants",23,7,2013,"10","46","38","Misc"
"Librarian","Librarian IIT Bombay","Fri",2011-09-30,"12:06:36","[Student-notices] Central Library closed on 2nd October 2011",30,9,2011,"12","06","36","Misc"
"Librarian","Librarian IIT Bombay","Tue",2012-08-21,"9:49:12","[Student-notices] Presentation on IEEE and ProQuest Databases",21,8,2012,"9","49","12","Misc"
"Librarian","Librarian IIT Bombay","Tue",2014-09-16,"17:56:10","[Student-notices] IIT-B emerges as India's top varsity in global	rankings",16,9,2014,"17","56","10","Misc"
"Librarian","Librarian IIT Bombay","Thu",2012-01-12,"14:36:48","[Student-notices] Book Exhibition opens today (12.1.2012)",12,1,2012,"14","36","48","Misc"
"Librarian","Librarian IIT Bombay","Fri",2011-03-18,"17:44:48","[Student-notices] Central Library closed on 20th March 2011 (Holi)",18,3,2011,"17","44","48","Misc"
"Librarian","Librarian IIT Bombay","Thu",2011-01-27,"15:40:17","[Student-notices] Book Borrowing limit increased",27,1,2011,"15","40","17","Misc"
"Librarian","Librarian IIT Bombay","Thu",2012-05-10,"16:31:39","[Student-notices] Library to close at 9.00 pm",10,5,2012,"16","31","39","Misc"
"Librarian","Librarian IIT Bombay","Wed",2015-02-25,"22:42:11","[Student-notices] Free voucher codes to publish articles in RSC	Open Access",25,2,2015,"22","42","11","Misc"
"Librarian","Librarian IIT Bombay","Wed",2009-08-05,"10:18:28","[Student-notices] Library Orientation for Freshers - Don't miss the	opportunity",5,8,2009,"10","18","28","Misc"
"Librarian","Librarian IIT Bombay","Wed",2010-08-25,"9:49:31","[Student-notices] [Fwd: ScienceDirect and Scopus scheduled outage]",25,8,2010,"9","49","31","Misc"
"Librarian","Librarian IIT Bombay","Fri",2009-07-31,"15:46:32","[Student-notices] Extended hours for issue return of library books",31,7,2009,"15","46","32","Misc"
"Librarian","Librarian IIT Bombay","Sat",2010-03-27,"15:19:17","[Student-notices] [Fwd: ACS Notification of IP block for excessive	downloads]",27,3,2010,"15","19","17","Misc"
"Librarian","Librarian IIT Bombay","Wed",2010-09-22,"10:25:46","[Student-notices] SciFinder Scholar Demonstration - Presentation on	22.9.2010",22,9,2010,"10","25","46","Misc"
"Librarian","Librarian IIT Bombay","Mon",2011-10-03,"9:47:18","[Student-notices] Student Assistantship in Central Library",3,10,2011,"9","47","18","Misc"
"Librarian","Librarian IIT Bombay","Tue",2013-08-06,"12:54:38","[Student-notices] Issue of books from Book Bank",6,8,2013,"12","54","38","Misc"
"Librarian","Librarian IIT Bombay","Thu",2009-12-24,"16:37:03","[Student-notices] Central Library open on 28th December (Declared	holiday)",24,12,2009,"16","37","03","Misc"
"Librarian","Librarian IIT Bombay","Mon",2013-10-14,"18:24:01","[Student-notices] IIT-Bombay prof sent first alert",14,10,2013,"18","24","01","Misc"
"Librarian","Librarian IIT Bombay","Mon",2012-01-09,"10:45:43","[Student-notices] Issue of books from Book Bank for SC/ST students",9,1,2012,"10","45","43","Misc"
"Librarian","Librarian IIT Bombay","Tue",2013-08-13,"18:43:10","[Student-notices] Issue of books from Book Bank",13,8,2013,"18","43","10","Misc"
"Librarian","Librarian IIT Bombay","Thu",2012-12-06,"10:28:33","[Student-notices] Central Library to close at 9.00 pm in December",6,12,2012,"10","28","33","Misc"
"Librarian","Librarian IIT Bombay","Tue",2010-03-16,"13:46:08","[Student-notices] [Fwd: Central Library: want 2 seek information about surendranath chitturi who is studying MTech in ur college]",16,3,2010,"13","46","08","Misc"
"Librarian","Librarian IIT Bombay","Mon",2013-01-07,"10:43:09","[Student-notices] Issue of books from Book Bank",7,1,2013,"10","43","09","Misc"
"Librarian","Librarian IIT Bombay","Sat",2015-11-07,"10:19:47","[Student-notices] Central Library will remain open till 1.00 A. M. During 7th November to 20th November 2015 (End-semester examinations)",7,11,2015,"10","19","47","Misc"
"Librarian","Librarian IIT Bombay","Wed",2014-11-19,"12:53:29","[Student-notices] Return of library books",19,11,2014,"12","53","29","Misc"
"Librarian","Librarian IIT Bombay","Fri",2009-06-12,"15:36:13","[Student-notices] Free Trial Access to Oxford English Dictionary and Oxford Reference On line",12,6,2009,"15","36","13","Misc"
"Librarian","Librarian IIT Bombay","Mon",2014-09-15,"15:01:12","[Student-notices] [Fwd: Free Institution wide access to Wiley-Blackwell journals for 15 days]",15,9,2014,"15","01","12","Misc"
"Librarian","Librarian IIT Bombay","Mon",2015-04-20,"19:01:53","[Student-notices] 24 Hours Reading Hall Opening",20,4,2015,"19","01","53","Misc"
"Librarian","Librarian IIT Bombay","Mon",2009-10-05,"11:21:33","[Student-notices] Training program on WEB OF SCIENCE",5,10,2009,"11","21","33","Misc"
"Librarian","Librarian IIT Bombay","Sat",2012-08-11,"16:45:52","[Student-notices] Issue of books from Book Bank",11,8,2012,"16","45","52","Misc"
"Librarian","Librarian IIT Bombay","Tue",2013-08-13,"18:37:59","[Student-notices] Central Library Closed on 15th August 2013	(Thursday)",13,8,2013,"18","37","59","Misc"
"Librarian","Librarian IIT Bombay","Thu",2010-08-26,"18:52:37","[Student-notices] Book Exhibition 27-31 August 2010 at Convo-foyer",26,8,2010,"18","52","37","Misc"
"Librarian","Librarian IIT Bombay","Fri",2015-05-15,"17:42:33","[Student-notices] Central Library will close at 9.00 pm",15,5,2015,"17","42","33","Misc"
"Librarian","Librarian IIT Bombay","Mon",2015-03-23,"10:35:48","[Student-notices] Demontration  of CMIE Database",23,3,2015,"10","35","48","Misc"
"Librarian","Librarian IIT Bombay","Mon",2010-02-22,"16:05:14","[Student-notices] Power shut down in Central Library on Saturday	(27Th Feb 2010)",22,2,2010,"16","05","14","Misc"
"Librarian","Librarian IIT Bombay","Thu",2009-03-26,"12:03:29","[Student-notices] ACS Notification of IP block for spider trap hit - Indian Inst of Tech Bombay - account 2331288]",26,3,2009,"12","03","29","Misc"
"Librarian","Librarian IIT Bombay","Fri",2014-01-24,"17:14:50","[Student-notices] Demonstration-training Session",24,1,2014,"17","14","50","Misc"
"Librarian","Librarian IIT Bombay","Wed",2014-01-29,"11:42:47","[Student-notices] Demonstration-training Session - Gentle Reminder",29,1,2014,"11","42","47","Misc"
"Librarian","Librarian IIT Bombay","Mon",2014-10-13,"12:54:00","[Student-notices] Central Library to remain open on 15th October",13,10,2014,"12","54","00","Misc"
"Librarian","Librarian IIT Bombay","Mon",2015-04-13,"23:58:02","[Student-notices] Central Library will remain open on 14th April	2015",13,4,2015,"23","58","02","Misc"
"Librarian","Librarian IIT Bombay","Tue",2015-06-23,"13:06:22","[Student-notices] Return/Renewal of Central Library Books",23,6,2015,"13","06","22","Misc"
"Librarian","Librarian IIT Bombay","Fri",2015-01-16,"15:00:23","[Student-notices] Thank you",16,1,2015,"15","00","23","Misc"
"Librarian","Librarian IIT Bombay","Wed",2014-02-05,"12:57:37","[Student-notices] Nature titles access restored",5,2,2014,"12","57","37","Misc"
"Librarian","Librarian IIT Bombay","Fri",2010-05-07,"16:45:18","[Student-notices] Central Library to close at 9.00 pm during Summer	vacation",7,5,2010,"16","45","18","Misc"
"Librarian","Librarian IIT Bombay","Tue",2015-06-23,"15:03:08","[Student-notices] Central Library 24/7 Reading Hall",23,6,2015,"15","03","08","Misc"
"Librarian","Librarian IIT Bombay","Wed",2010-09-15,"10:04:15","[Student-notices] Hindi Books Exhibition",15,9,2010,"10","04","15","Misc"
"Librarian","Librarian IIT Bombay","Thu",2014-10-16,"17:12:08","[Student-notices] No Power Supply in the Library",16,10,2014,"17","12","08","Misc"
"Librarian","Librarian IIT Bombay","Wed",2014-07-09,"11:21:30","[Student-notices] Return of library books",9,7,2014,"11","21","30","Misc"
"Librarian","Librarian IIT Bombay","Thu",2015-10-01,"17:38:32","[Student-notices] Central Library closed on 2nd October",1,10,2015,"17","38","32","Misc"
"Librarian","Librarian IIT Bombay","Tue",2010-01-05,"18:51:23","[Student-notices] Issue of books from Book Bank",5,1,2010,"18","51","23","Misc"
"Librarian","Librarian IIT Bombay","Thu",2014-08-14,"15:35:36","[Student-notices] Central Library closed on 15th August",14,8,2014,"15","35","36","Misc"
"Librarian","Librarian IIT Bombay","Fri",2013-08-02,"16:22:26","[Student-notices] Inconveniences due to Renovation of library	building",2,8,2013,"16","22","26","Misc"
