SenderOriginal,SenderMapped,Day,Date,Time,Year,Subject
dean.ir.office at iitb.ac.in,Dean IR,Tue,28-Jun,15:54:45,2011,[Student-notices] Exchange to Dongguk Univ. (Autumn 2011-12) with Global Korea scholarship
Executive  Engr Elect,Executive Electrical,Mon,27-Jun,10:47:25,2011,[Student-notices] Power shut down notice
Prof. Anindya Datta,ADean SA,Sat,25-Jun,21:52:03,2011,[Student-notices] Transfers to H12/13/14
Chief Security Officer,CSO,Fri,24-Jun,13:12:05,2011,[Student-notices] Sighting of leopards in the campus
Jaya Joshi,PRO,Fri,24-Jun,13:18:51,2011,"[Student-notices] Raintree - good news followed by theme note for	issue 12"
Dean Students Affairs,Dean SA,Wed,22-Jun,21:43:05,2011,[Student-notices] [Fwd: Visiting Researcher on Sports Management]
Office Dean SA,Dean SA,Tue,21-Jun,17:30:15,2011,[Student-notices] Visiting Researcher on Sports Management]
Office Dean SA,Dean SA,Tue,21-Jun,14:30:55,2011,"[Student-notices] [Fwd: Fw: Visiting Researcher on Sports	Management]"
Office Dean SA,Dean SA,Tue,21-Jun,14:37:20,2011,[Student-notices] Indo-China delegation
Dean Students Affairs,Dean SA,Sat,18-Jun,14:56:39,2011,[Student-notices] [Fwd: Passing out Formalities - InsIghT]
Executive  Engr Elect,Executive Electrical,Thu,16-Jun,12:41:10,2011,[Student-notices] Timer & additional AC for round the clock continuous air conditioned Server Rooms and Other Special Laboratiories
Office Dean Academic,Dean Acad,Thu,16-Jun,12:30:21,2011,[Student-notices] KVPY schlrshps-1st yr. UG stdts (July 11-12 batch)
Dean Students Affairs,Dean SA,Thu,16-Jun,10:44:36,2011,"[Student-notices] [Fwd: [Deans] [Fwd: Proposed National Test	Scheme]]"
Director IIT Bombay,Director,Thu,16-Jun,9:47:23,2011,[Student-notices] [Fwd: Proposed National Test Scheme]
Director IIT Bombay,Director,Wed,15-Jun,17:11:08,2011,[Student-notices] Proposed National Test Scheme
Office Dean SA,Dean SA,Wed,15-Jun,13:16:17,2011,[Student-notices] Indo-china exchange programme
Office Dean SA,Dean SA,Tue,14-Jun,17:25:18,2011,[Student-notices] Visit of Indian Youth Delegation to China from 20-29th September 2011
Office Dean SA,Dean SA,Tue,14-Jun,12:23:52,2011,[Student-notices] [Fwd: Re. Swimming Pool.]
Prof. Anindya Datta,ADean SA,Tue,14-Jun,10:02:35,2011,[Student-notices] Copy of a notice sent to all faculty members
Executive  Engr Elect,Executive Electrical,Wed,08-Jun,9:59:37,2011,[Student-notices] power shut-down notice
Executive  Engr Elect,Executive Electrical,Mon,06-Jun,17:10:19,2011,[Student-notices] power shut-down partly workshop area
Deputy Registrar Academic,DRegistrar,Fri,03-Jun,12:55:06,2011,"[Student-notices] [Fwd: Mesg to students] - PAYMENT OF FEE AND	CONVO FEE & FORM"
Jaya Joshi,PRO,Thu,02-Jun,13:12:11,2011,[Student-notices] Raintree - Issue 10-11
Librarian IIT Bombay,Librarian,Thu,02-Jun,10:14:56,2011,[Student-notices] Demo of CMIE Databases
Dean Students Affairs,Dean SA,Wed,01-Jun,18:01:13,2011,[Student-notices] [Fwd: InsIghT Internship Blog 2011]
Executive  Engr Elect,Executive Electrical,Wed,01-Jun,13:00:06,2011,[Student-notices] Power shut down notice
Dean Students Affairs,Dean SA,Fri,27-May,18:15:45,2011,[Student-notices] [Fwd: Screening of Champions Leagur Final]
Executive  Engr Elect,Executive Electrical,Wed,25-May,17:08:40,2011,[Student-notices] Power shut down notice
Librarian IIT Bombay,Librarian,Wed,25-May,11:32:48,2011,[Student-notices] [Fwd: Regarding lost library book]
Office Dean Academic,Dean Acad,Thu,19-May,18:05:24,2011,[Student-notices] Undergraduate Academic Council 2011-12
Office Dean Academic,Dean Acad,Thu,19-May,18:02:03,2011,[Student-notices] Printed Tagging application forms
Prof. Anindya Datta,ADean SA,Thu,19-May,10:04:53,2011,[Student-notices] Correction: notice for final year M. * Students
Deputy Registrar Academic,DRegistrar,Thu,19-May,10:03:54,2011,[Student-notices] issue of uttariya
Prof. Anindya Datta,ADean SA,Thu,19-May,8:59:14,2011,[Student-notices] notice for final year M. * Students
Deputy Registrar Academic,DRegistrar,Wed,18-May,13:40:18,2011,[Student-notices] 49th Convocation Invitation Letter
Executive  Engr Elect,Executive Electrical,Wed,18-May,12:20:03,2011,[Student-notices] Power shut down notice
Deputy Registrar Academic,DRegistrar,Wed,18-May,11:42:18,2011,[Student-notices] Amendment to Circular No. Acad/Fees-Autumn 2011-12/2010 dated 12-04-11.]D]
Executive  Engr Elect,Executive Electrical,Mon,16-May,10:28:57,2011,[Student-notices] 10 minute  power interruption  notice
Shiva Prasad,Dean AP,Mon,16-May,12:12:04,2011,[Student-notices] [Fwd: Undergraduate Academic Council 2011-12]
Executive  Engr Elect,Executive Electrical,Mon,16-May,10:43:19,2011,[Student-notices] Power shut down notice
Dean Students Affairs,Dean SA,Mon,16-May,11:41:03,2011,[Student-notices] [Fwd: : Invitation for the closing ceremony of the swimming camp]]
Deputy Registrar Academic,DRegistrar,Fri,13-May,12:16:34,2011,[Student-notices] Summer Courses
Office Dean Rnd,Dean R&D,Wed,11-May,16:25:05,2011,"[Student-notices] Reminder: Nominations invited for Magazine and	Web Designer"
Office Dean Academic,Dean Acad,Wed,11-May,14:17:53,2011,[Student-notices] Tagging Interface released for B.Tech students admitted in July 2007
Associate Dean Academic IITBombay,ADean Acad,Tue,10-May,15:35:11,2011,[Student-notices] Institute Student Representatives of Masters' and Doctoral Programmes for Academic Year 2011-12
Office Dean Academic,Dean Acad,Tue,10-May,12:18:37,2011,[Student-notices] Results of the Selection for Inst Masters and Doctoral Reps for 2011-12
Office Dean ACR,Dean ACR,Mon,09-May,17:33:43,2011,"[Student-notices] Small Correction: Please Read - Important	Announcement For C' 2011"
Office Dean ACR,Dean ACR,Mon,09-May,16:08:47,2011,[Student-notices] Please Read - Important Announcement For C' 2011
head.ctara at iitb.ac.in,Head CTARA,Sat,07-May,20:25:07,2011,[Student-notices] TD-SL regsitration
Executive  Engr Elect,Executive Electrical,Fri,06-May,17:20:32,2011,[Student-notices] Power shut down notice
Office Dean Rnd,Dean R&D,Fri,06-May,14:27:53,2011,[Student-notices] Nominations invited for Magazine and Web Designer
Librarian IIT Bombay,Librarian,Thu,05-May,10:19:58,2011,"[Student-notices] Central Library to close at 9.00 pm during Summer	vacation"
Prof. Anindya Datta,ADean SA,Thu,05-May,0:26:00,2011,[Student-notices] Room retention fees
Executive Engr Civil,Executive Civil,Wed,04-May,17:04:34,2011,[Student-notices] Water supply-Shutdown
Associate Dean Academic IITBombay,ADean Acad,Mon,02-May,23:38:26,2011,[Student-notices] Academic Calendar for the Academic Year 2011-2012
Associate Dean Academic IITBombay,ADean Acad,Mon,02-May,18:06:52,2011,[Student-notices] Notice for Final Year B. Tech. Students (B. Tech. Students admitted in July 2007)
Security Officer,CSO,Sat,30-Apr,13:40:02,2011,[Student-notices] C.S.101 EXAM PAPER
"Professor-In-Charge, Placement",PIC Placements,Sat,30-Apr,10:48:09,2011,[Student-notices] Selection of Company Coordinators for Institute Placement Team (2011-2012)
Deputy Registrar Academic,DRegistrar,Fri,29-Apr,15:41:51,2011,[Student-notices] (no subject)
Deputy Registrar Academic,DRegistrar,Fri,29-Apr,15:46:33,2011,"[Student-notices] SUBMISSION OF CONVOCATION FORM FOR 49th	CONVOCATION"
Deputy Registrar Academic,DRegistrar,Fri,29-Apr,15:32:01,2011,[Student-notices] DECENTRALIZATION OF RE-EXAMS
Librarian IIT Bombay,Librarian,Fri,29-Apr,15:13:11,2011,[Student-notices] [Fwd: Laptop Charger Lost]
Librarian IIT Bombay,Librarian,Thu,28-Apr,17:58:49,2011,[Student-notices] Loss of a bag
Deputy Registrar Academic,DRegistrar,Thu,28-Apr,17:05:51,2011,[Student-notices] [Fwd: Amendment to Circular No. Acad/Fees-Autumn 2011-12/2010 dated 12-04-11.]]
Dean Students Affairs,Dean SA,Thu,28-Apr,10:36:37,2011,[Student-notices] Institute Hostel Affairs Council 2011-12
Office Dean SA,Dean SA,Tue,26-Apr,10:37:02,2011,[Student-notices] [Fwd:  summer swimming camp]
Prof. Anindya Datta,ADean SA,Mon,25-Apr,14:38:59,2011,"[Student-notices] Modification of the earlier notice regarding	semester mess advance"
head.ctara at iitb.ac.in,Head CTARA,Mon,25-Apr,10:41:35,2011,[Student-notices] CTARA TDSL-Final Call
"Professor-In-Charge, Placement",PIC Placements,Fri,22-Apr,11:34:00,2011,"[Student-notices] Nomination for Placement Company Coordinators	(2nd call)"
Executive Engr Civil,Executive Civil,Wed,20-Apr,18:14:44,2011,"[Student-notices] Water supply-Shutdown-Programme posponed due to	Exams"
Prof. Anindya Datta,ADean SA,Wed,20-Apr,16:26:01,2011,[Student-notices] Increase in Semester Mess Advance
Prof. Anindya Datta,ADean SA,Wed,20-Apr,15:32:37,2011,[Student-notices] Notice for the 2007 batch DD (UG) students
Deputy Registrar Academic,DRegistrar,Wed,20-Apr,15:14:37,2011,[Student-notices] [Fwd: Applications for IRENA Scholarship Programme in Renewable Energy]
Middle Layer Committee,Other,Wed,20-Apr,11:04:05,2011,[Student-notices] Nomination for Middle Layer Committee
Executive Engr Civil,Executive Civil,Wed,20-Apr,9:44:34,2011,[Student-notices] Water supply-Shutdown
Office Dean Academic,Dean Acad,Tue,19-Apr,17:44:01,2011,[Student-notices] Reminder for filling up of Course Evaluation forms
Office Dean SA,Dean SA,Tue,19-Apr,17:07:08,2011,"[Student-notices] [Fwd: Call for Contributors to IITB's Entrepreneurship magazine ""EnSpace""]"
Deputy Registrar Academic,DRegistrar,Tue,19-Apr,14:45:30,2011,"[Student-notices] OFFICE ORDER OF SCHOLARSHIP - SPRING 2010-11(UG	STUDNETS)"
Shiva Prasad,Dean AP,Mon,18-Apr,19:50:46,2011,"[Student-notices] [Fwd: Refund of deposits/final payment of	scholarship]"
Librarian IIT Bombay,Librarian,Mon,18-Apr,16:22:49,2011,[Student-notices] Central Library open till 1.00 am (midinight)
"Professor-In-Charge, Placement",PIC Placements,Sun,17-Apr,11:54:00,2011,[Student-notices] Department Placement Coordinator (DPC) Elections
Shiva Prasad,Dean AP,Sat,16-Apr,14:05:06,2011,[Student-notices] [Fwd: Call for Nominations for PGPC Student Membership and Senate Membership]
Office Dean Academic,Dean Acad,Fri,15-Apr,12:58:59,2011,[Student-notices] Call for Nominations for PGPC Stdt Membership and Senate Membership
head.ctara at iitb.ac.in,Head CTARA,Thu,14-Apr,8:25:44,2011,[Student-notices] CTARA-Supervised Learning
Executive  Engr Elect,Executive Electrical,Wed,13-Apr,17:35:49,2011,[Student-notices] Power shut down
Deputy Registrar Academic,DRegistrar,Wed,13-Apr,11:49:36,2011,[Student-notices] FEES  CIRCULAR  AUTUMN 2011-12 FOR UG STUDENTS]
"Professor-In-Charge, Placement",PIC Placements,Tue,12-Apr,15:54:16,2011,"[Student-notices] Talk on April 14, 2011"
Office Dean Academic,Dean Acad,Tue,12-Apr,15:28:51,2011,[Student-notices] Call for Nominations for PG Academic Council
"Professor-In-Charge, Placement",PIC Placements,Mon,11-Apr,21:25:09,2011,[Student-notices] Nomination of Placement Managers for 2011-2012
registrar at iitb.ac.in,Registrar,Mon,11-Apr,17:29:23,2011,"[Student-notices] Holiday on account of Birth Anniversary of	Dr.B.R.Ambedkar"
Office Dean ACR,Dean ACR,Mon,11-Apr,17:24:26,2011,"[Student-notices] Call for Nomination of PG Representative, SARC"
Shiva Prasad,Dean AP,Mon,11-Apr,16:13:00,2011,"[Student-notices] [Fwd: Kindly Forward: Call for Nominations for PG	Academic Council]"
Associate Dean Academic IITBombay,ADean Acad,Fri,08-Apr,16:56:21,2011,[Student-notices] Compulsory attendance for students from the beginning of the semester
Associate Dean Academic IITBombay,ADean Acad,Fri,08-Apr,13:19:56,2011,[Student-notices] URGENT AND IMPORTANT - Course Evaluation by Students - Spring Semester 2010-2011
Middle Layer Committee,Other,Fri,08-Apr,12:02:54,2011,"[Student-notices] Nominations for Institute Middle Layer Committee	(MLC)"
Office Dean SA,Dean SA,Fri,08-Apr,10:50:25,2011,"[Student-notices] Fwd: DEW Orientation Programme...to be mailed to	Dean SA"
Office Dean Rnd,Dean R&D,Thu,07-Apr,18:19:36,2011,"[Student-notices] PULSE- Invites Student Research Articles..	REMINDER"
Dean Students Affairs,Dean SA,Thu,07-Apr,16:12:43,2011,[Student-notices] Fwd: Fw: Final PAF and Awards Ceremony
Associate Dean Academic IITBombay,ADean Acad,Wed,06-Apr,20:15:05,2011,"[Student-notices] Reminder: Friday Teaching (Instructional) Time Table to be followed on Monday, 18 April 2011"
Office Dean SA,Dean SA,Wed,06-Apr,14:00:38,2011,"[Student-notices] E-Cell and Indian Angel Network present Bootcamp	2011"
"Professor-In-Charge, Placement",PIC Placements,Wed,06-Apr,11:03:19,2011,[Student-notices] Nomination for Placement Company Coordinators
Office Dean SA,Dean SA,Tue,05-Apr,12:59:48,2011,[Student-notices] [Fwd: Nomination for Institute Music Secretary]
Office Dean SA,Dean SA,Tue,05-Apr,12:58:38,2011,"[Student-notices] Avanti Fellows-Orientation for 1st & 2nd year UG	students TODAY"
Office Dean SA,Dean SA,Tue,05-Apr,11:14:31,2011,[Student-notices] [Fwd: Please circulate in the student community]
dean.ir.office at iitb.ac.in,Dean IR,Fri,01-Apr,21:52:59,2011,[Student-notices] Interaction with French Members of Parliament
head.ctara at iitb.ac.in,Head CTARA,Fri,01-Apr,20:11:39,2011,[Student-notices] CTARA Supervised Learning Courses
Dean Students Affairs,Dean SA,Fri,01-Apr,18:29:08,2011,"[Student-notices] [Fwd: Call for nominations for posts under General Secretary, Sports]]"
Dean Students Affairs,Dean SA,Fri,01-Apr,18:29:52,2011,[Student-notices] [Fwd: Re Gymkhana Facilities]
Dean Students Affairs,Dean SA,Fri,01-Apr,18:43:50,2011,[Student-notices] Screeening of WORLD CUP FINAL
Dean Students Affairs,Dean SA,Fri,01-Apr,18:29:28,2011,"[Student-notices] [Fwd: Call for Nominations for International	Relations Secretary]"
Dean Students Affairs,Dean SA,Fri,01-Apr,18:29:17,2011,"[Student-notices] [Fwd: Call for Nominations for Hostel Affairs	Council]"
Dean Students Affairs,Dean SA,Fri,01-Apr,18:28:57,2011,"[Student-notices] [Fwd: Call for Nominations for Institute Cultural	Council]"
Office Dean Academic,Dean Acad,Fri,01-Apr,17:44:48,2011,"[Student-notices] Call for nominations for the UG Academic Council	2011-12"
Office Dean SA,Dean SA,Fri,01-Apr,15:50:22,2011,[Student-notices] Possession of I-Card
Office Dean Academic,Dean Acad,Fri,01-Apr,15:11:58,2011,"[Student-notices] Last date for receiving nominations for SCP OC	extndd till 04/04/11"
manager at iitb.ac.in,Other,Fri,01-Apr,13:22:05,2011,[Student-notices] pulse polio immunisation programme on 3-4-2011.
dean.ir.office at iitb.ac.in,Dean IR,Thu,31-Mar,14:23:50,2011,"[Student-notices] Student exchange opportunity at Institut Telecom & Groupe des Ecole des Mines, France"
dean.ir.office at iitb.ac.in,Dean IR,Thu,31-Mar,13:14:08,2011,"[Student-notices] Student exchange opportunity at Institut Telecom & Groupe des Ecole des Mines, France"
Office Dean SA,Dean SA,Wed,30-Mar,10:40:03,2011,[Student-notices] DEW @ IITB
Office Dean SA,Dean SA,Tue,29-Mar,17:07:08,2011,"[Student-notices] ""IND Vs PAK"" screening at convo"
dean.ir.office at iitb.ac.in,Dean IR,Tue,29-Mar,15:08:12,2011,"[Student-notices] Call for Invitation to Interact with French	Members of Parliament"
Office Dean Academic,Dean Acad,Tue,29-Mar,13:02:03,2011,"[Student-notices] 'Mystery of Research' today at 5.00 pm in FC Kohli Auditorium, KRESIT"
Shiva Prasad,Dean AP,Tue,29-Mar,12:11:05,2011,[Student-notices] Summer Courses
head.ese at iitb.ac.in,Head ESE,Tue,29-Mar,11:12:45,2011,"[Student-notices]  Summer Course on “Defining Energy futures in India and Canada”, May 2011"
Associate Dean Academic IITBombay,ADean Acad,Mon,28-Mar,17:46:24,2011,"[Student-notices] Call for Nomination: Institute Student Companion Programme , Over All Coordinators"
Office Dean Rnd,Dean R&D,Mon,28-Mar,13:33:59,2011,[Student-notices] PULSE- Invites Student Research Articles
Office Dean SA,Dean SA,Mon,28-Mar,13:33:06,2011,[Student-notices] PAF 2
Office Dean Academic,Dean Acad,Mon,28-Mar,13:10:51,2011,[Student-notices] NOTICE for music concert today at 6.30 pm
Dean Students Affairs,Dean SA,Mon,28-Mar,12:19:08,2011,[Student-notices] [Fwd: Organizational Awards]
Security Officer,CSO,Mon,28-Mar,11:28:14,2011,[Student-notices] (no subject)
Office Dean Academic,Dean Acad,Fri,25-Mar,18:09:49,2011,"[Student-notices] [Fwd: Tata Crucible Campus Quiz 2011,Mumbai"
Office Dean Academic,Dean Acad,Fri,25-Mar,17:37:02,2011,[Student-notices] Young India Fellowship 2011
Office Dean Academic,Dean Acad,Fri,25-Mar,17:34:24,2011,"[Student-notices] [Fwd: Call for nominations: Institute Student Companion Programme, Overall Coordinator's]"
Office Dean SA,Dean SA,Fri,25-Mar,13:36:52,2011,[Student-notices] Performing Arts Festival
Office Dean Academic,Dean Acad,Thu,24-Mar,17:47:54,2011,[Student-notices] Fwd : Selection Trials for INSTITUTE KHO-KHO TEAM
Office Dean Academic,Dean Acad,Thu,24-Mar,12:43:43,2011,"[Student-notices] NOTICE for a music concert - 28th March, 2011"
Executive  Engr Elect,Executive Electrical,Tue,22-Mar,12:01:56,2011,"[Student-notices] Energy wastage due to unwanted running of	computers."
Office Dean SA,Dean SA,Tue,22-Mar,11:40:42,2011,[Student-notices] Take a Pledge this year for Earth Hour
"Professor-In-Charge, Placement",PIC Placements,Mon,21-Mar,14:16:03,2011,"[Student-notices] 2nd Call for Nomination for B.Tech,	DD and MSc Placement Managers"
Dean Students Affairs,Dean SA,Sat,19-Mar,0:12:33,2011,[Student-notices] Fwd: Technical Awards
Shiva Prasad,Dean AP,Fri,18-Mar,18:14:17,2011,[Student-notices] Shifting of tutorials to LHC rooms
Librarian IIT Bombay,Librarian,Fri,18-Mar,17:44:48,2011,[Student-notices] Central Library closed on 20th March 2011 (Holi)
dean.ir.office at iitb.ac.in,Dean IR,Fri,18-Mar,12:36:35,2011,"[Student-notices] TF-NUS LEaRN Award for undergraduate students	(B.Tech + DD)"
Office Dean SA,Dean SA,Thu,17-Mar,17:23:45,2011,"[Student-notices] Kavi Sammerlan, Friday, 8 PM @ LT"
Office Dean SA,Dean SA,Thu,17-Mar,16:35:41,2011,[Student-notices] Cell phone
Security Officer,CSO,Thu,17-Mar,12:34:26,2011,[Student-notices] Lost and Found
"Professor-In-Charge, Placement",PIC Placements,Thu,17-Mar,12:23:14,2011,[Student-notices] Off-campus application for jobs
Office Dean SA,Dean SA,Wed,16-Mar,18:24:21,2011,[Student-notices] [Fwd: Results of the Institute Elections 2011]
Office Dean ACR,Dean ACR,Tue,15-Mar,17:10:27,2011,"[Student-notices] Interactive Session with Mr Ashok Kamath (IIT Bombay Alumnus, Chairman Akshara Foundation) - 17th March 2011"
Office Dean Academic,Dean Acad,Tue,15-Mar,15:05:01,2011,"[Student-notices] Kind Attn: Ph.D stdts - Info about Technology	Review (TR) 35"
Dean Students Affairs,Dean SA,Tue,15-Mar,14:20:24,2011,[Student-notices] [Fwd: Idea Generation and Opportunity Evaluation]
dean.ir.office at iitb.ac.in,Dean IR,Tue,15-Mar,13:03:39,2011,"[Student-notices] Student exchange opportunity at Institut Telecom & Groupe des Ecole des Mines, France"
Dean Students Affairs,Dean SA,Mon,14-Mar,20:58:46,2011,[Student-notices] Election Debate Videos
Dean Students Affairs,Dean SA,Mon,14-Mar,18:42:06,2011,[Student-notices] Institute Elections 2011: Polling
Executive  Engr Elect,Executive Electrical,Mon,14-Mar,17:13:36,2011,[Student-notices] Power shut down notice
dean.ir.office at iitb.ac.in,Dean IR,Mon,14-Mar,15:47:00,2011,"[Student-notices] Student exchange opportunity at Institut Telecom & Groupe des Ecole des Mines, France"
